lag,spec,var,coef,se_hac,t,p,n,r2
7,"… + Δlog cert robusta stocks (1993→, same sample)",dlog_rob_stocks_12,-0.0013807320513232867,0.026566077248992247,-0.05197350133338422,0.9585498077411038,195,0.07034554210970445
7,"oni alone, 2010-08→ sample",oni,0.006787716387936865,0.009495244299777198,0.7148543179764354,0.4746990671221478,193,0.06945873067385899
7,"oni alone, 2010-08→ sample",d3_lag3,0.19452623921906248,0.07262141561040214,2.678634636684209,0.007392300645600771,193,0.06945873067385899
7,… + Δlog cert stocks rob & ara (2010-08→),oni,0.003938167678191139,0.009837318166194492,0.400329399909467,0.6889139164648437,178,0.12463280392720932
7,… + Δlog cert stocks rob & ara (2010-08→),d3_lag3,0.2212073535189664,0.06843697876567874,3.232278185107468,0.0012280743801232113,178,0.12463280392720932
7,… + Δlog cert stocks rob & ara (2010-08→),dlog_rob_stocks_12,-0.003408083010366819,0.025469614577650717,-0.13380975986018145,0.8935530093535774,178,0.12463280392720932
7,… + Δlog cert stocks rob & ara (2010-08→),dlog_ara_stocks_12,0.0510797607302579,0.019242222511574116,2.6545665761599855,0.007941036772913653,178,0.12463280392720932
7,ONI⁺ / ONI⁻ (asymmetry) + lagged Δ + month dummies,oni_pos,-0.015042744924809896,0.01382124827613003,-1.0883781713688951,0.2764281935932331,794,0.03247256915389052
7,ONI⁺ / ONI⁻ (asymmetry) + lagged Δ + month dummies,oni_neg,0.004617144739369705,0.011022949552790337,0.4188665399635188,0.6753136719259857,794,0.03247256915389052
7,ONI⁺ / ONI⁻ (asymmetry) + lagged Δ + month dummies,d3_lag3,0.05664842745463241,0.06053112863119237,0.9358561245369021,0.34934726997069687,794,0.03247256915389052
9,oni + lagged Δ + month dummies,oni,-0.005169095560160418,0.007767009452560849,-0.6655194115228125,0.505718332043275,794,0.02924613943591059
9,oni + lagged Δ + month dummies,d3_lag3,0.06397173806940037,0.0625619419591126,1.0225344045619482,0.3065280377003343,794,0.02924613943591059
9,"… + Δlog cert robusta stocks (1993→, same sample)",oni,0.006782955147760808,0.010532188230119642,0.6440214511513489,0.5195615239369678,195,0.06895889318129222
